faimsAttributeID,,Faims true attribute name,faimsEntityAttributeName,mungoAttributeLabelStatic,attributeLocation,faimsVocab,mungoVocab,VocabCountOrder,pictureFilename,infoFilenames,VocabDescription,parentVocabularyName,notesToFAIMSTeam,Actionable,notesToMungoTeam
1.69E+11,1.69154E+11,Shell_-_Bivalve_preservation,Shell_-_Bivalve_preservation,Bivalve preservation,Shell,{poor},poor,3,,284_poor.jpg;520_poor shell no charcoal.jpg,Majority of shell is highly fragmented,,,,
1.69E+11,1.69154E+11,Shell_-_Bivalve_dispersal,Shell_-_Bivalve_dispersal,Bivalve dispersal,Shell,{low},low,1,,285_low.jpg;286_low.jpg,"Surface scatter of material is confined to the area of in situ material, or, if only surface material is present, to a discrete, relatively dense, area",,,,
1.69E+11,1.69154E+11,Shell_-_Bivalve_dispersal,Shell_-_Bivalve_dispersal,Bivalve dispersal,Shell,{moderate},moderate,2,,287_moderate.jpg,Some surface material is scattered beyond the in situ or dense area,,,,
1.69E+11,1.69154E+11,Shell_-_Bivalve_dispersal,Shell_-_Bivalve_dispersal,Bivalve dispersal,Shell,{high},high,3,,288_high.jpg,Surface material is sparse and is scattered well beyond the in situ shells or dense clusters of surface shell,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{platform},platform,1,2_platform2.jpg,2_platform2.jpg;3_platform_resid.jpg,"Broad, flat platform exposure",,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{less6Degree},<6degree,2,4_slope <6.jpg,4_slope <6.jpg,Slightly sloping surface,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{6To12Degree},6-12degree,3,5_slope 6 to 12.jpg,5_slope 6 to 12.jpg,Moderately sloping surface,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{greater12Degree},>12degree,4,8_slop>12_ridge rill.jpg,6_slope>12.jpg;7_slope>12_shallrill.jpg;8_slop>12_ridge rill.jpg,More steeply sloping surface,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{shallrill},shallrill,5,10_shallrill.jpg,7_slope>12_shallrill.jpg;10_shallrill.jpg,Within a shallow rill,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{rillfloor},rillfloor,6,11_Rill floor side.jpg,11_Rill floor side.jpg,"In the floor of a deep rill (strong, vertical rilling in clay-rich sediments)",,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{rillwall},rillwall,7,11_Rill floor side.jpg,11_Rill floor side.jpg,"In the wall of a deep rill (strong, vertical rilling in clay-rich sediments)",,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{ridge},ridge,8,12_ridge.jpg,12_ridge.jpg;15_shalgalflandwall_ridge.jpg;17_shallow gully_ridge.jpg,On a narrow ridge in heavily eroded area,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{ridgerill},ridgerill,9,8_slop>12_ridge rill.jpg,13_ridge_rill.jpg;14_ridge rill deep rills.jpg;8_slop>12_ridge rill.jpg,Feature in a heavily eroded area is cut by deep rills and straddles rill wall and rill flow,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{shalgulfl},shalgulfl,10,15_shalgalflandwall_ridge.jpg,17_shallow gully_ridge.jpg;15_shalgalflandwall_ridge.jpg;16_shallow gully floor wall.jpg,In the floor of a gully less than 1.5m wide or deep,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{shalgulwal},shalgulwal,11,17_shallow gully_ridge.jpg,17_shallow gully_ridge.jpg;15_shalgalflandwall_ridge.jpg;16_shallow gully floor wall.jpg,In the wall of a gully less than 1.5m wide or deep,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{deepgulfl},deepgulfl,12,18_deepgulwal_deepgulfl.jpg,18_deepgulwal_deepgulfl.jpg;19_deep gully wall floor.jpg,In the floor of a gully greater than 1.5m wide and deep,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{deepgulwal},deepgulwal,13,18_deepgulwal_deepgulfl.jpg,18_deepgulwal_deepgulfl.jpg;19_deep gully wall floor.jpg,In the wall of a gully greater than 1.5m wide and deep,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{residtop},residtop,14,20_residual side top.jpg,20_residual side top.jpg;15_shalgalfandwall_ridge.jpg,Flat surface on top of a residual,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{residside},residside,15,20_residual side top.jpg,20_residual side top.jpg;15_shalgalfandwall_ridge.jpg,In the side of a residual,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{chanfloor},chanfloor,16,21_chanfloor_chanwall.jpg,21_chanfloor_chanwall.jpg;22_outwash channel.jpg,In the floor of a modern outwash channel,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{chanwall},chanwall,17,21_chanfloor_chanwall.jpg,21_chanfloor_chanwall.jpg;22_outwash channel.jpg,In the wall of a modern outwash channel,,,,
1.69E+11,1.69154E+11,Shell_-_Topographic_Setting,Shell_-_Topographic_Setting,Topographic Setting,Shell,{other},other,19,23_alluvialFan.jpg,24_modern mobile dune.jpg;23_alluvialFan.jpg,"topographic setting not described above, eg. Lake floor (record in annotations)",,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{redsand},redsand,1,30_redsand.jpg,25_red sand exposure.jpg;26_red sand exposure.jpg;29_red sand in residual CROP LABEL.jpg;28_brn sand red sand section.jpg;27_ red sand & clay.jpg;30_redsand.jpg,quartz sand of a reddish colour,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{brownsand},brownsand,2,34_brownsand section.jpg,31_brown sand CROP .jpg;32_brn sand & red sand LABEL.jpg;33_brn sand residual.jpg;28_brn sand red sand section.jpg;34_brownsand section.jpg;35_brn sand close.jpg,quartz sands of a brownish colour,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{whitesand},whitesand,3,36_white sand exposure LABEL.jpg,36_white sand exposure LABEL.jpg;37_white sand close exposure LABEL.jpg;39_white sand vs clay LABEL.jpg,sand that is clean (no clay) and white,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{othersand},othersand,4,40_greenclay_pink sand CROP LABEL.jpg,40_greenclay_pink sand CROP LABEL.jpg,quartz sands of a different colour (eg pink),,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{clayeysand},clayeysand,5,43_clayey sand close.jpg,41_clayeysand.jpg;42_clayey sand exposure CROP SKY.jpg;43_clayey sand close.jpg,quartz sands that contain some clay,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{laminarsand},laminarsand,6,44_laminarsand exposure.jpg,44_laminarsand exposure.jpg;45_laminar residual.jpg;46_laminar sand bedding CROP foreground.jpg;47_laminar sand section CROP sky foreground.jpg,"fine laminae of quartz sands, clayey sands and clays; brown colour, sands predominate",,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{redlamsand},redlamsand,7,49_red lam sand section.jpg,48_red lam sand exposure.jpg;49_red lam sand section.jpg,red sands preserving fine bedding,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{unconsolsand},unconsolsand,8,51_unconsolid sand bedding.jpg,50_unsolid sand exposure.jpg;51_unconsolid sand bedding.jpg;52_exposure carb ledges.jpg;53_unconsolid sand close up.jpg,"unconsolidated sands, sometimes with thin horizons of carbonate (archaeology bearing)",,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{modernaeolian},modernaeolian,9,54_modern aeolian exposure.jpg,54_modern aeolian exposure.jpg;55_mod aeolian covering site.jpg;56_mod aeolian detail.jpg,shifting veneer of unconsolidated sands or coppice sands,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{pelletalclay},pelletalclay,10,57_pc in exposure CROP.jpg,57_pc in exposure CROP.jpg;58_pc exposure 2.jpg;59_pc gully section.jpg;60_pc close up CROP.jpg,grey clays made up of clay pellets,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{alternat},alternat,11,62_alt in residual CROP.jpg,61_alt in exposure.jpg;62_alt in residual CROP.jpg;63_alt in plan.jpg;64_alt in section.jpg,alternating beds of pelletal clay and quartz sand,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{clay-alt},clay-alt,12,65_clay_alt.jpg,65_clay_alt.jpg,distinct bed of pelletal clay within a sequence of alternating sands and clays,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{sand-alt},sand-alt,13,66_sand_alt.jpg,66_sand_alt.jpg,distinct bed of quartz sand within a sequence of alternating sands and clays,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{bluelam-alt},bluelam-alt,14,68_blue lam plan.jpg,67_blue lam exposure CROP.jpg;68_blue lam plan.jpg;69_blue lam detail CROP.jpg,"mm-thick, but laterally traceable lens of clay with distinct 'blue' colour",,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{greenclay},greenclay,15,70_greenclay exposure.jpg,70_greenclay exposure.jpg;40_greenclay_pink sand CROP LABEL.jpg,clay of a green colour,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{redsoil},redsoil,16,72_redsoil plan.jpg,73_redsoil2.jpg;72_redsoil plan.jpg;71_red soil profile CROP.jpg,soil of a reddish colour,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{brownsoil},brownsoil,17,75_brn soil exposure.jpg,75_brn soil exposure.jpg;74_brn soil profile.jpg;76_brownsoil.jpg,soil of a brownish colour,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{darksoil},darksoil,18,77_drk carb soil.jpg,77_drk carb soil.jpg;78_dark greyish soil resid.jpg;79_drk carb soil close up.jpg,"soil with greyish to dark greyish colour, carbonate rich",,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{carbsoft},carbsoft,19,80_softcarb.jpg,80_softcarb.jpg,sediment containing diffuse soil carbonate (C horizon),,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{carbnodule},carbnodule,20,81_carb nodule.jpg,81_carb nodule.jpg;82_C horizon with rhizomorphs.jpg,sediment containing hard carbonate nodules (C horizon),,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{carbpavemt},carbpavemt,21,83_carb pave exposure.jpg,83_carb pave exposure.jpg;84_carbpavement.jpg,well developed in situ soil carbonates forming a solid pavement,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{carblag},carblag,22,86_carb lag.jpg,85_carb lag exposure.jpg;86_carb lag.jpg,"broken up, angular pieces of carbonate nodules, root traces, burrows, rhizomorphs representing a reworked lag",,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{finesilt},finesilt,23,87_fine silt.jpg,87_fine silt.jpg,"fine, well-sorted silt with no clay component",,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{cobblebeach},cobblebeach,24,88_cobble beach exposure.jpg,88_cobble beach exposure.jpg;89_cobble beach profile.jpg;90_subtle cobble beach.jpg;91_cobble beach close up.jpg,"continuous bed of rounded carbonate nodules, rhizomorphs etc together with rounded pebbles/cobbles of qtz or rock fragments",,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{gravelbeach},gravelbeach,25,,,relatively continuous bed of rounded gravels and coarse sand,,,,
1.69E+11,1.69154E+11,Shell_-_Sediment_Type,Shell_-_Sediment_Type,Sediment Type,Shell,{other},other,26,,,sediment not described by any of the above (record in annotations),,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{Golgol},Golgol,1,,,deeply weathered sands and clays with strong red colour,,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{ggC},ggC,2,,,Golgol C horizon: in situ carbonate nodules and sediments cemented together to form distinct pavement (pinkish colour),,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{gglag},gglag,3,,,"surface lag made up of broken up, angular pieces of pinkish carbonate nodules, root traces etc derived from the Golgol C",,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{B},B,4,,,Lower Mungo,,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{C},C,5,,,Upper Mungo,,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{D},D,6,,,mega-lake sediments,,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{E},E,7,,,Arumpo/Zanci,,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{F},F,8,,,unconsolidated sands reworked lunette sediments,,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{G},G,9,,,Holocene alluvial fans,,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{H},H,10,,,modern aeolian,,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{I},I,11,,,modern alluvium,,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{other},other,13,,,stratigraphic unit not described by any of the above (record in annotations),,,,
1.69E+11,1.69154E+11,Shell_-_Stratigraphic_Unit,Shell_-_Stratigraphic_Unit,Stratigraphic Unit,Shell,{unident},unident,,,,stratgraphic unit not identified,,,,
1.69E+11,1.69154E+11,Shell_-_Vulnerability_To_Erosion,Shell_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Shell,{low},low,1,94_low on clayeysand except rills.jpg,92_low lake floor.jpg;93_low platform.jpg;94_low on clayeysand except rills.jpg;95_low but high in rills 1.jpg;96_low but high in rills 2.jpg;97_low on pedestal.jpg,"On a relatively stable, flat surface or gentle slope that is not being eroded by rills, in well cemented (firm) sediment",,,,
1.69E+11,1.69154E+11,Shell_-_Vulnerability_To_Erosion,Shell_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Shell,{moderate},moderate,2,100_moderate until rills cut in.jpg,98_moderate low slope no rills.jpg;99_moderate shells on platform.jpg;100_moderate until rills cut in.jpg,"Wider area is being eaten away by ongoing erosion, e.g. near edge of platform exposure, gully head, expanding rill system",,,,
1.69E+11,1.69154E+11,Shell_-_Vulnerability_To_Erosion,Shell_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Shell,{high},high,3,103_high rills cutting in no finds in rills.jpg,101_high rills shell.jpg;102_high adjacent rills fragile feature.jpg;103_high rills cutting in no finds in rills.jpg;104_high hearth sand gully edge.jpg;105_high mobile sand covering.jpg;106_high small bones mod slope.jpg,"High probability of material being removed by erosion, or of the hearth losing its integrity, e.g. relatively steep slope with incipient rills and/or in loose sandy sediment",,,,
1.69E+11,1.69154E+11,Shell_-_Vulnerability_To_Erosion,Shell_-_Vulnerability_To_Erosion,Vulnerability to Erosion,Shell,{extreme},extreme,4,110_extreme hearth gully edge.jpg,107_extreme cut by deep rills.jpg;108_extreme.jpg;109_extreme fragile on mod slope inc rill.jpg;110_extreme hearth gully edge.jpg,"Hearth material is in imminent danger of rapid removal and loss, e.g. edge of eroding residual or deep rill, in gully wall, on a steep slope- washed surface, or in loose sandy sediment",,,,
1.69E+11,1.69154E+11,Shell_-_Palaeotopographic_Setting,Shell_-_Palaeotopographic_Setting,Palaeotopographic Setting,Shell,{foredune},foredune,1,111_foredune backdune.jpg,111_foredune backdune.jpg;112_foredune crest.jpg;113_foredune.jpg;114_foredune & crest & backdune.jpg,Stratigraphic layers are sloping towards the lakebed,,,,
1.69E+11,1.69154E+11,Shell_-_Palaeotopographic_Setting,Shell_-_Palaeotopographic_Setting,Palaeotopographic Setting,Shell,{backdune},backdune,2,116_backdune.jpg,111_foredune backdune.jpg;114_foredune & crest & backdune.jpg;115_backdune.jpg;116_backdune.jpg,Stratigraphic layers are sloping towards the hinterland,,,,
1.69E+11,1.69154E+11,Shell_-_Palaeotopographic_Setting,Shell_-_Palaeotopographic_Setting,Palaeotopographic Setting,Shell,{crest},crest,3,118_crest 7.jpg,112_foredune crest.jpg;114_foredune & crest & backdune.jpg;117_crest 2.jpg;118_crest 7.jpg,"Crest of dune, stratigraphic layers slope away, towards both lakebed and hinterland",,,,
1.69E+11,1.69154E+11,Shell_-_Palaeotopographic_Setting,Shell_-_Palaeotopographic_Setting,Palaeotopographic Setting,Shell,{beach},beach,4,120_beach section.jpg,119_beach3.jpg;120_beach section.jpg,An area of rounded cobbles or gravels in distinct horizon,,,,
1.69E+11,1.69154E+11,Shell_-_Palaeotopographic_Setting,Shell_-_Palaeotopographic_Setting,Palaeotopographic Setting,Shell,{spit},spit,5,,,Projection from dune into lakebed,,,,
1.69E+11,1.69154E+11,Shell_-_Palaeotopographic_Setting,Shell_-_Palaeotopographic_Setting,Palaeotopographic Setting,Shell,{allfan},allfan,,124_alluvial fan lake floor.jpg,121_Mungo lunette.jpg;122_air photo all fan.jpg;123_air photo lake bed.jpg;124_alluvial fan lake floor.jpg,ancient alluvial fan,,,,
1.69E+11,1.69154E+11,Shell_-_Palaeotopographic_Setting,Shell_-_Palaeotopographic_Setting,Palaeotopographic Setting,Shell,{lakebed},lakebed,6,125_lakebed.jpg,125_lakebed.jpg,Lakebed sediments,,,,
1.69E+11,1.69154E+11,Shell_-_Palaeotopographic_Setting,Shell_-_Palaeotopographic_Setting,Palaeotopographic Setting,Shell,{other},other,8,,,"palaeotopographic setting not described by any of the above, eg. palaeogully or palaeogully fill",,,,
1.69E+11,1.69154E+11,Shell_-_Palaeotopographic_Setting,Shell_-_Palaeotopographic_Setting,Palaeotopographic Setting,Shell,{indet},indet,,126_indet & backdune.jpg,126_indet & backdune.jpg,Indeterminate,,,,
1.69E+11,1.69154E+11,Shell_-_Photos,Shell_-_Photos,Photos,Shell,,,,,538_Midden_setting.JPG;539_midden.jpg,"Take 2 images:_x000D_1.     landscape/stratigraphic setting (to aid re-location), include horizon and nearby landmarks that will have some longevity_x000D_2.     the feature itself (to aid identification) -- include the critical components of the feature like the in situ portion of a hearth or bone cluster",,"Take 2 images:_x000D_1.     landscape/stratigraphic setting (to aid re-location), include horizon and nearby landmarks that will have some longevity_x000D_2.     the feature itself (to aid identification) -- include the critical components of the feature like the in situ portion of a hearth or bone cluster",description was copied here by error,
1.69E+11,1.69154E+11,Shell_-_Notes,Shell_-_Notes,Notes,Shell,,,,,,,,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_material,ShellAssoc_-_Associated_material,Associated material,Shell Associated Materials,{none},none,,,266_smallclust.jpg,there are no associated finds within the shell cluster,,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_material,ShellAssoc_-_Associated_material,Associated material,Shell Associated Materials,{hearthmaterial},hearth material,,,257_none.jpg;487_hearth material_baked sed.JPG;320_staining_burnt bone.jpg,"Hearthstones, baked or ashy sediment or dark staining (charcoal/organics)",,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_material,ShellAssoc_-_Associated_material,Associated material,Shell Associated Materials,{lacust},lacust,1,,498_lacust_otoliths.jpg;500_lacust_fishbone.jpg,"Lacustrine material (including fish bone, otoliths, mussels)",,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_material,ShellAssoc_-_Associated_material,Associated material,Shell Associated Materials,{terrbone},terrbone,2,,499_terrbone.jpg,Terrestrial bone material,,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_material,ShellAssoc_-_Associated_material,Associated material,Shell Associated Materials,{unidentbone},unidentbone,,,425_unident_long bone elements.jpg;501_unidentbone.jpg,"Potentially diagnostic features are present (articular ends, muscle markings, teeth, distinctive size/shape) but could not be identified by recorder",,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_material,ShellAssoc_-_Associated_material,Associated material,Shell Associated Materials,{undiagbone},undiagbone,,,430_undiag.jpg,"Shape and size are not diagnostic of taxon and no other diagnostic features are preserved (teeth, muscle markings, articular ends) ",,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_material,ShellAssoc_-_Associated_material,Associated material,Shell Associated Materials,{eggshell},eggshell,4,,324_other_emuegg.jpg,"Emu, Genyornis or other eggshell",,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_material,ShellAssoc_-_Associated_material,Associated material,Shell Associated Materials,{stoneart},stoneart,5,,494_stoneart.jpg,"Chipped, unmodified or ground stone",,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_material,ShellAssoc_-_Associated_material,Associated material,Shell Associated Materials,{otherwork},otherwork,9,,128_bonemod.jpg,Other worked or transported material,,,,
,#N/A,#N/A,,,,{hsclay},hsclay,,,296_hsclay.jpg,Heat retainers made from clay or sandy clay,,add associated hearth material,"ask Nicola for clarification: lines 1549 - 1565 are lacking the necessary preliminary attribute label values (do not follow instructions of ""copy a valid line and add a vocab"")",
,#N/A,#N/A,,,,{hscarb},hscarb,,,293_hscarb burned & unburned.jpg,Heat retainers made from carbonate nodules,,add associated hearth material,"ask Nicola for clarification: lines 1549 - 1565 are lacking the necessary preliminary attribute label values (do not follow instructions of ""copy a valid line and add a vocab"")",
,#N/A,#N/A,,,,{hsterm},hsterm,,,257_none.jpg,Heat retainers made from termite nest -  sandy with visible voids and channels,,add associated hearth material,"ask Nicola for clarification: lines 1549 - 1565 are lacking the necessary preliminary attribute label values (do not follow instructions of ""copy a valid line and add a vocab"")",
,#N/A,#N/A,,,,{hsother},hsother,,,297_hsother_silcrete.jpg,"Heat retainers made from other material, e.g. silcrete nodules (record in annotations)",,add associated hearth material,"ask Nicola for clarification: lines 1549 - 1565 are lacking the necessary preliminary attribute label values (do not follow instructions of ""copy a valid line and add a vocab"")",
,#N/A,#N/A,,,,{hsindet},hsindet,,,298_hsindet.jpg,Too deeply buried or encrusted to determine type,,add associated hearth material,"ask Nicola for clarification: lines 1549 - 1565 are lacking the necessary preliminary attribute label values (do not follow instructions of ""copy a valid line and add a vocab"")",
,#N/A,#N/A,,,,{bakedclay},bakedclay,,,305_bakedclay_pieces.jpg,"Thin layer or small lumps of burnt clay, orange in colour when freshly exposed, broken surfaces may be smooth",,add associated hearth material,"ask Nicola for clarification: lines 1549 - 1565 are lacking the necessary preliminary attribute label values (do not follow instructions of ""copy a valid line and add a vocab"")",
,#N/A,#N/A,,,,{bakedsed},bakedsed,,,487_hearth material_baked sed.JPG,"Ashy sediment, baked hard",,add associated hearth material,"ask Nicola for clarification: lines 1549 - 1565 are lacking the necessary preliminary attribute label values (do not follow instructions of ""copy a valid line and add a vocab"")",
,#N/A,#N/A,,,,{staining},staining,,,320_staining_burnt bone.jpg,Sediment exhibits organic staining with or without charcoal,,add associated hearth material,"ask Nicola for clarification: lines 1549 - 1565 are lacking the necessary preliminary attribute label values (do not follow instructions of ""copy a valid line and add a vocab"")",
,#N/A,#N/A,,,,{other},other,,,,"Baked, ashy sediment, or charcoal or organic rich sediment, not described above (record in annotations)",,add associated hearth material,"ask Nicola for clarification: lines 1549 - 1565 are lacking the necessary preliminary attribute label values (do not follow instructions of ""copy a valid line and add a vocab"")",
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_lacustrine_material,ShellAssoc_-_Associated_lacustrine_material,Lacustrine Material,Shell Associated Materials,{fishbone},fishbone,1,,453_fish_skeleton.jpg;452_fish.jpg,"Common taxa are Golden Perch, Silver Perch & Murray Cod but other taxa could be present; identified on basis of otoliths",,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_lacustrine_material,ShellAssoc_-_Associated_lacustrine_material,Lacustrine Material,Shell Associated Materials,{otoliths},otoliths,2,,417_otoliths_golden perch.jpg;418_otoliths_silverperch.jpg;419_otoliths_murraycod.jpg,"Fish ear bone, diagnostic of taxon; common taxa are Golden Perch, Silver Perch, Murray Cod (if identified, record in annotations)",,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_lacustrine_material,ShellAssoc_-_Associated_lacustrine_material,Lacustrine Material,Shell Associated Materials,{gastrolith},glith,3,,422_glith.jpg,Crustacean gastrolith,,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_lacustrine_material,ShellAssoc_-_Associated_lacustrine_material,Lacustrine Material,Shell Associated Materials,{exoskel},exoskel,4,,423_exoskel.jpg,Crustacean exoskeleton,,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_lacustrine_material,ShellAssoc_-_Associated_lacustrine_material,Lacustrine Material,Shell Associated Materials,{scute},scute,,,424_scute.jpg,Bony plate from the shell of a turtle,,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_lacustrine_material,ShellAssoc_-_Associated_lacustrine_material,Lacustrine Material,Shell Associated Materials,{boneandotol},bone&otol,,,451_fishbone otoliths.jpg;454_otoliths & fishbone.jpg,"Both fish bone and otoliths present (if otoliths identified to taxon, record in annotations) ",,,,
1.69E+11,1.69154E+11,ShellAssoc_-_Associated_lacustrine_material,ShellAssoc_-_Associated_lacustrine_material,Lacustrine Material,Shell Associated Materials,{other},other,5,,,Other acquatic taxa not listed above (record in annotations),,,,
